key,team_a,team_b,city,matchday,revenue_usd_m
IC Playoff 2|Panama|Los Angeles|2,IC Playoff 2,Panama,Los Angeles,2,6.3836
Cote d'Ivoire|USA|Los Angeles|1,Cote d'Ivoire,USA,Los Angeles,1,6.3818
USA|Uzbekistan|Los Angeles|1,USA,Uzbekistan,Los Angeles,1,6.3818
South Africa|UEFA Playoff A|Los Angeles|2,South Africa,UEFA Playoff A,Los Angeles,2,6.3797
South Africa|UEFA Playoff B|Los Angeles|2,South Africa,UEFA Playoff B,Los Angeles,2,6.3797
South Africa|UEFA Playoff C|Los Angeles|2,South Africa,UEFA Playoff C,Los Angeles,2,6.3797
South Africa|UEFA Playoff D|Los Angeles|2,South Africa,UEFA Playoff D,Los Angeles,2,6.3797
Austria|South Africa|Los Angeles|3,Austria,South Africa,Los Angeles,3,6.3786
Brazil|Morocco|Los Angeles|2,Brazil,Morocco,Los Angeles,2,6.3767
IC Playoff 1|Tunisia|Los Angeles|2,IC Playoff 1,Tunisia,Los Angeles,2,6.3752
IC Playoff 2|Tunisia|Los Angeles|2,IC Playoff 2,Tunisia,Los Angeles,2,6.3752
Austria|Qatar|Los Angeles|3,Austria,Qatar,Los Angeles,3,6.3742
Austria|Saudi Arabia|Los Angeles|3,Austria,Saudi Arabia,Los Angeles,3,6.3742
South Africa|USA|Los Angeles|1,South Africa,USA,Los Angeles,1,6.3733
South Africa|Spain|Los Angeles|1,South Africa,Spain,Los Angeles,1,6.3733
France|South Africa|Los Angeles|1,France,South Africa,Los Angeles,1,6.3733
England|South Africa|Los Angeles|1,England,South Africa,Los Angeles,1,6.3733
Portugal|South Africa|Los Angeles|1,Portugal,South Africa,Los Angeles,1,6.3733
Belgium|South Africa|Los Angeles|1,Belgium,South Africa,Los Angeles,1,6.3733
Germany|South Africa|Los Angeles|1,Germany,South Africa,Los Angeles,1,6.3733
Morocco|Panama|Los Angeles|3,Morocco,Panama,Los Angeles,3,6.3715
Colombia|France|Los Angeles|2,Colombia,France,Los Angeles,2,6.3715
England|Japan|Los Angeles|2,England,Japan,Los Angeles,2,6.3715
IR Iran|Portugal|Los Angeles|2,IR Iran,Portugal,Los Angeles,2,6.3715
Korea Republic|Portugal|Los Angeles|2,Korea Republic,Portugal,Los Angeles,2,6.3715
Ecuador|Portugal|Los Angeles|2,Ecuador,Portugal,Los Angeles,2,6.3715
Australia|Belgium|Los Angeles|2,Australia,Belgium,Los Angeles,2,6.3715
Australia|Germany|Los Angeles|2,Australia,Germany,Los Angeles,2,6.3715
Belgium|UEFA Playoff A|Los Angeles|3,Belgium,UEFA Playoff A,Los Angeles,3,6.3715
Belgium|UEFA Playoff B|Los Angeles|3,Belgium,UEFA Playoff B,Los Angeles,3,6.3715
Belgium|UEFA Playoff C|Los Angeles|3,Belgium,UEFA Playoff C,Los Angeles,3,6.3715
Belgium|UEFA Playoff D|Los Angeles|3,Belgium,UEFA Playoff D,Los Angeles,3,6.3715
Ghana|Paraguay|Los Angeles|2,Ghana,Paraguay,Los Angeles,2,6.3714
Colombia|Norway|Los Angeles|3,Colombia,Norway,Los Angeles,3,6.3712
Ghana|Uzbekistan|Los Angeles|2,Ghana,Uzbekistan,Los Angeles,2,6.3711
Norway|Portugal|Los Angeles|1,Norway,Portugal,Los Angeles,1,6.3645
Ghana|Scotland|Los Angeles|2,Ghana,Scotland,Los Angeles,2,6.3603
Netherlands|Paraguay|Los Angeles|1,Netherlands,Paraguay,Los Angeles,1,6.3532
Belgium|Switzerland|New York/NJ|1,Belgium,Switzerland,New York/NJ,1,6.3529
Belgium|Switzerland|Boston|1,Belgium,Switzerland,Boston,1,6.3529
Germany|Switzerland|New York/NJ|1,Germany,Switzerland,New York/NJ,1,6.3529
Germany|Switzerland|Boston|1,Germany,Switzerland,Boston,1,6.3529
Belgium|Switzerland|Kansas City|1,Belgium,Switzerland,Kansas City,1,6.3529
Germany|Switzerland|Kansas City|1,Germany,Switzerland,Kansas City,1,6.3529
Belgium|Switzerland|Philadelphia|1,Belgium,Switzerland,Philadelphia,1,6.3529
Germany|Switzerland|Philadelphia|1,Germany,Switzerland,Philadelphia,1,6.3529
New Zealand|Uzbekistan|Los Angeles|2,New Zealand,Uzbekistan,Los Angeles,2,6.3498
UEFA Playoff A|Uzbekistan|Los Angeles|2,UEFA Playoff A,Uzbekistan,Los Angeles,2,6.3489
UEFA Playoff B|Uzbekistan|Los Angeles|2,UEFA Playoff B,Uzbekistan,Los Angeles,2,6.3489
UEFA Playoff C|Uzbekistan|Los Angeles|2,UEFA Playoff C,Uzbekistan,Los Angeles,2,6.3489
UEFA Playoff D|Uzbekistan|Los Angeles|2,UEFA Playoff D,Uzbekistan,Los Angeles,2,6.3489
Qatar|UEFA Playoff A|Los Angeles|2,Qatar,UEFA Playoff A,Los Angeles,2,6.3489
Qatar|UEFA Playoff B|Los Angeles|2,Qatar,UEFA Playoff B,Los Angeles,2,6.3489
Qatar|UEFA Playoff C|Los Angeles|2,Qatar,UEFA Playoff C,Los Angeles,2,6.3489
Qatar|UEFA Playoff D|Los Angeles|2,Qatar,UEFA Playoff D,Los Angeles,2,6.3489
Egypt|Japan|Los Angeles|3,Egypt,Japan,Los Angeles,3,6.3489
Scotland|Senegal|Los Angeles|3,Scotland,Senegal,Los Angeles,3,6.3489
IR Iran|Tunisia|Los Angeles|3,IR Iran,Tunisia,Los Angeles,3,6.3489
Korea Republic|Tunisia|Los Angeles|3,Korea Republic,Tunisia,Los Angeles,3,6.3489
Ecuador|Tunisia|Los Angeles|3,Ecuador,Tunisia,Los Angeles,3,6.3489
Cote d'Ivoire|Ecuador|Los Angeles|3,Cote d'Ivoire,Ecuador,Los Angeles,3,6.3489
Tunisia|USA|Los Angeles|1,Tunisia,USA,Los Angeles,1,6.3444
IC Playoff 1|Scotland|Los Angeles|2,IC Playoff 1,Scotland,Los Angeles,2,6.3442
IC Playoff 2|Scotland|Los Angeles|2,IC Playoff 2,Scotland,Los Angeles,2,6.3442
Curacao|Uzbekistan|Los Angeles|2,Curacao,Uzbekistan,Los Angeles,2,6.344
Haiti|Uzbekistan|Los Angeles|2,Haiti,Uzbekistan,Los Angeles,2,6.344
Norway|Uruguay|Los Angeles|3,Norway,Uruguay,Los Angeles,3,6.3427
Austria|Uzbekistan|Los Angeles|3,Austria,Uzbekistan,Los Angeles,3,6.3364
Austria|Cote d'Ivoire|Los Angeles|3,Austria,Cote d'Ivoire,Los Angeles,3,6.3343
Saudi Arabia|UEFA Playoff A|Los Angeles|2,Saudi Arabia,UEFA Playoff A,Los Angeles,2,6.3336
Saudi Arabia|UEFA Playoff B|Los Angeles|2,Saudi Arabia,UEFA Playoff B,Los Angeles,2,6.3336
Saudi Arabia|UEFA Playoff C|Los Angeles|2,Saudi Arabia,UEFA Playoff C,Los Angeles,2,6.3336
Saudi Arabia|UEFA Playoff D|Los Angeles|2,Saudi Arabia,UEFA Playoff D,Los Angeles,2,6.3336
Cote d'Ivoire|IR Iran|Los Angeles|3,Cote d'Ivoire,IR Iran,Los Angeles,3,6.3336
Cote d'Ivoire|Korea Republic|Los Angeles|3,Cote d'Ivoire,Korea Republic,Los Angeles,3,6.3336
Croatia|Norway|Los Angeles|3,Croatia,Norway,Los Angeles,3,6.3316
Japan|Panama|Los Angeles|3,Japan,Panama,Los Angeles,3,6.3316
England|Morocco|Los Angeles|2,England,Morocco,Los Angeles,2,6.3316
Colombia|England|Los Angeles|2,Colombia,England,Los Angeles,2,6.3316
Japan|Portugal|Los Angeles|2,Japan,Portugal,Los Angeles,2,6.3316
Belgium|IR Iran|Los Angeles|2,Belgium,IR Iran,Los Angeles,2,6.3316
Belgium|Korea Republic|Los Angeles|2,Belgium,Korea Republic,Los Angeles,2,6.3316
Belgium|Ecuador|Los Angeles|2,Belgium,Ecuador,Los Angeles,2,6.3316
Austria|Belgium|Los Angeles|2,Austria,Belgium,Los Angeles,2,6.3316
Germany|IR Iran|Los Angeles|2,Germany,IR Iran,Los Angeles,2,6.3316
Germany|Korea Republic|Los Angeles|2,Germany,Korea Republic,Los Angeles,2,6.3316
Ecuador|Germany|Los Angeles|2,Ecuador,Germany,Los Angeles,2,6.3316
Egypt|USA|Los Angeles|1,Egypt,USA,Los Angeles,1,6.331
Algeria|USA|Los Angeles|1,Algeria,USA,Los Angeles,1,6.331
Scotland|USA|Los Angeles|1,Scotland,USA,Los Angeles,1,6.331
Algeria|IR Iran|Los Angeles|3,Algeria,IR Iran,Los Angeles,3,6.3305
Algeria|Korea Republic|Los Angeles|3,Algeria,Korea Republic,Los Angeles,3,6.3305
IR Iran|Scotland|Los Angeles|3,IR Iran,Scotland,Los Angeles,3,6.3305
Korea Republic|Scotland|Los Angeles|3,Korea Republic,Scotland,Los Angeles,3,6.3305
Australia|Cote d'Ivoire|Los Angeles|3,Australia,Cote d'Ivoire,Los Angeles,3,6.3305
Belgium|Norway|Los Angeles|1,Belgium,Norway,Los Angeles,1,6.3272
Germany|Norway|Los Angeles|1,Germany,Norway,Los Angeles,1,6.3272
Switzerland|USA|Seattle|2,Switzerland,USA,Seattle,2,6.3233
Cabo Verde|Paraguay|Los Angeles|2,Cabo Verde,Paraguay,Los Angeles,2,6.3213
Panama|Switzerland|Los Angeles|3,Panama,Switzerland,Los Angeles,3,6.3163
Portugal|Senegal|Los Angeles|2,Portugal,Senegal,Los Angeles,2,6.3163
Austria|Tunisia|Los Angeles|3,Austria,Tunisia,Los Angeles,3,6.3159
Haiti|South Africa|Los Angeles|2,Haiti,South Africa,Los Angeles,2,6.3144
Morocco|Norway|Los Angeles|3,Morocco,Norway,Los Angeles,3,6.3132
Panama|Senegal|Los Angeles|3,Panama,Senegal,Los Angeles,3,6.3132
Belgium|Senegal|Los Angeles|2,Belgium,Senegal,Los Angeles,2,6.3132
Germany|Senegal|Los Angeles|2,Germany,Senegal,Los Angeles,2,6.3132
Cabo Verde|Uzbekistan|Los Angeles|2,Cabo Verde,Uzbekistan,Los Angeles,2,6.3026
Jordan|Scotland|Los Angeles|2,Jordan,Scotland,Los Angeles,2,6.3011
Cabo Verde|Scotland|Los Angeles|2,Cabo Verde,Scotland,Los Angeles,2,6.2967
Jordan|Paraguay|Los Angeles|2,Jordan,Paraguay,Los Angeles,2,6.2874
Ghana|Qatar|Los Angeles|2,Ghana,Qatar,Los Angeles,2,6.2874
Croatia|Paraguay|Los Angeles|3,Croatia,Paraguay,Los Angeles,3,6.2867
UEFA Playoff A|Uruguay|Los Angeles|1,UEFA Playoff A,Uruguay,Los Angeles,1,6.2849
UEFA Playoff B|Uruguay|Los Angeles|1,UEFA Playoff B,Uruguay,Los Angeles,1,6.2849
UEFA Playoff C|Uruguay|Los Angeles|1,UEFA Playoff C,Uruguay,Los Angeles,1,6.2849
UEFA Playoff D|Uruguay|Los Angeles|1,UEFA Playoff D,Uruguay,Los Angeles,1,6.2849
Haiti|Qatar|Los Angeles|2,Haiti,Qatar,Los Angeles,2,6.2787
New Zealand|Qatar|Los Angeles|2,New Zealand,Qatar,Los Angeles,2,6.2787
Algeria|UEFA Playoff A|Los Angeles|2,Algeria,UEFA Playoff A,Los Angeles,2,6.2775
Algeria|UEFA Playoff B|Los Angeles|2,Algeria,UEFA Playoff B,Los Angeles,2,6.2775
Algeria|UEFA Playoff C|Los Angeles|2,Algeria,UEFA Playoff C,Los Angeles,2,6.2775
Algeria|UEFA Playoff D|Los Angeles|2,Algeria,UEFA Playoff D,Los Angeles,2,6.2775
Scotland|UEFA Playoff A|Los Angeles|2,Scotland,UEFA Playoff A,Los Angeles,2,6.2775
Scotland|UEFA Playoff B|Los Angeles|2,Scotland,UEFA Playoff B,Los Angeles,2,6.2775
Scotland|UEFA Playoff C|Los Angeles|2,Scotland,UEFA Playoff C,Los Angeles,2,6.2775
Scotland|UEFA Playoff D|Los Angeles|2,Scotland,UEFA Playoff D,Los Angeles,2,6.2775
Tunisia|UEFA Playoff A|Los Angeles|2,Tunisia,UEFA Playoff A,Los Angeles,2,6.2775
Tunisia|UEFA Playoff B|Los Angeles|2,Tunisia,UEFA Playoff B,Los Angeles,2,6.2775
Tunisia|UEFA Playoff C|Los Angeles|2,Tunisia,UEFA Playoff C,Los Angeles,2,6.2775
Tunisia|UEFA Playoff D|Los Angeles|2,Tunisia,UEFA Playoff D,Los Angeles,2,6.2775
Ecuador|Egypt|Los Angeles|3,Ecuador,Egypt,Los Angeles,3,6.2775
Australia|Egypt|Los Angeles|3,Australia,Egypt,Los Angeles,3,6.2775
Algeria|Ecuador|Los Angeles|3,Algeria,Ecuador,Los Angeles,3,6.2775
Algeria|Australia|Los Angeles|3,Algeria,Australia,Los Angeles,3,6.2775
Australia|Scotland|Los Angeles|3,Australia,Scotland,Los Angeles,3,6.2775
IC Playoff 1|Paraguay|Los Angeles|2,IC Playoff 1,Paraguay,Los Angeles,2,6.2745
IC Playoff 2|Paraguay|Los Angeles|2,IC Playoff 2,Paraguay,Los Angeles,2,6.2745
Croatia|UEFA Playoff A|Los Angeles|1,Croatia,UEFA Playoff A,Los Angeles,1,6.2738
Croatia|UEFA Playoff B|Los Angeles|1,Croatia,UEFA Playoff B,Los Angeles,1,6.2738
Croatia|UEFA Playoff C|Los Angeles|1,Croatia,UEFA Playoff C,Los Angeles,1,6.2738
Croatia|UEFA Playoff D|Los Angeles|1,Croatia,UEFA Playoff D,Los Angeles,1,6.2738
Cote d'Ivoire|UEFA Playoff A|Los Angeles|2,Cote d'Ivoire,UEFA Playoff A,Los Angeles,2,6.2673
Cote d'Ivoire|UEFA Playoff B|Los Angeles|2,Cote d'Ivoire,UEFA Playoff B,Los Angeles,2,6.2673
Cote d'Ivoire|UEFA Playoff C|Los Angeles|2,Cote d'Ivoire,UEFA Playoff C,Los Angeles,2,6.2673
Cote d'Ivoire|UEFA Playoff D|Los Angeles|2,Cote d'Ivoire,UEFA Playoff D,Los Angeles,2,6.2673
Egypt|IR Iran|Los Angeles|3,Egypt,IR Iran,Los Angeles,3,6.2673
Egypt|Korea Republic|Los Angeles|3,Egypt,Korea Republic,Los Angeles,3,6.2673
Ecuador|Scotland|Los Angeles|3,Ecuador,Scotland,Los Angeles,3,6.2673
Australia|Tunisia|Los Angeles|3,Australia,Tunisia,Los Angeles,3,6.2673
Curacao|Qatar|Los Angeles|2,Curacao,Qatar,Los Angeles,2,6.2653
Austria|Egypt|Los Angeles|3,Austria,Egypt,Los Angeles,3,6.2629
Algeria|Austria|Los Angeles|3,Algeria,Austria,Los Angeles,3,6.2629
Morocco|Paraguay|Los Angeles|3,Morocco,Paraguay,Los Angeles,3,6.2626
Colombia|UEFA Playoff A|Los Angeles|1,Colombia,UEFA Playoff A,Los Angeles,1,6.2604
Colombia|UEFA Playoff B|Los Angeles|1,Colombia,UEFA Playoff B,Los Angeles,1,6.2604
Colombia|UEFA Playoff C|Los Angeles|1,Colombia,UEFA Playoff C,Los Angeles,1,6.2604
Colombia|UEFA Playoff D|Los Angeles|1,Colombia,UEFA Playoff D,Los Angeles,1,6.2604
Australia|USA|Los Angeles|2,Australia,USA,Los Angeles,2,6.2603
UEFA Playoff A|USA|Los Angeles|3,UEFA Playoff A,USA,Los Angeles,3,6.2603
UEFA Playoff B|USA|Los Angeles|3,UEFA Playoff B,USA,Los Angeles,3,6.2603
UEFA Playoff C|USA|Los Angeles|3,UEFA Playoff C,USA,Los Angeles,3,6.2603
UEFA Playoff D|USA|Los Angeles|3,UEFA Playoff D,USA,Los Angeles,3,6.2603
Norway|Switzerland|Los Angeles|3,Norway,Switzerland,Los Angeles,3,6.2603
Japan|Norway|Los Angeles|3,Japan,Norway,Los Angeles,3,6.2603
IR Iran|Panama|Los Angeles|3,IR Iran,Panama,Los Angeles,3,6.2603
Korea Republic|Panama|Los Angeles|3,Korea Republic,Panama,Los Angeles,3,6.2603
Ecuador|Panama|Los Angeles|3,Ecuador,Panama,Los Angeles,3,6.2603
Morocco|Portugal|Los Angeles|2,Morocco,Portugal,Los Angeles,2,6.2603
Colombia|Portugal|Los Angeles|2,Colombia,Portugal,Los Angeles,2,6.2603
Belgium|Japan|Los Angeles|2,Belgium,Japan,Los Angeles,2,6.2603
Germany|Japan|Los Angeles|2,Germany,Japan,Los Angeles,2,6.2603
Morocco|UEFA Playoff A|Los Angeles|1,Morocco,UEFA Playoff A,Los Angeles,1,6.2554
Morocco|UEFA Playoff B|Los Angeles|1,Morocco,UEFA Playoff B,Los Angeles,1,6.2554
Morocco|UEFA Playoff C|Los Angeles|1,Morocco,UEFA Playoff C,Los Angeles,1,6.2554
Morocco|UEFA Playoff D|Los Angeles|1,Morocco,UEFA Playoff D,Los Angeles,1,6.2554
Croatia|Netherlands|Los Angeles|2,Croatia,Netherlands,Los Angeles,2,6.2552
Australia|Panama|Los Angeles|3,Australia,Panama,Los Angeles,3,6.2543
Colombia|Germany|Los Angeles|2,Colombia,Germany,Los Angeles,2,6.2543
Austria|Scotland|Los Angeles|3,Austria,Scotland,Los Angeles,3,6.2528
Croatia|France|Los Angeles|2,Croatia,France,Los Angeles,2,6.2511
Austria|Panama|Los Angeles|3,Austria,Panama,Los Angeles,3,6.2457
Cabo Verde|Qatar|Los Angeles|2,Cabo Verde,Qatar,Los Angeles,2,6.2373
Curacao|South Africa|Los Angeles|2,Curacao,South Africa,Los Angeles,2,6.2373
Brazil|Croatia|Los Angeles|2,Brazil,Croatia,Los Angeles,2,6.2331
Algeria|Curacao|Los Angeles|2,Algeria,Curacao,Los Angeles,2,6.2329
Algeria|Haiti|Los Angeles|2,Algeria,Haiti,Los Angeles,2,6.2329
Algeria|New Zealand|Los Angeles|2,Algeria,New Zealand,Los Angeles,2,6.2329
Colombia|USA|Los Angeles|2,Colombia,USA,Los Angeles,2,6.2309
Paraguay|Spain|Los Angeles|1,Paraguay,Spain,Los Angeles,1,6.229
France|Paraguay|Los Angeles|1,France,Paraguay,Los Angeles,1,6.229
England|Paraguay|Los Angeles|1,England,Paraguay,Los Angeles,1,6.229
Paraguay|Portugal|Los Angeles|1,Paraguay,Portugal,Los Angeles,1,6.229
Belgium|Paraguay|Los Angeles|1,Belgium,Paraguay,Los Angeles,1,6.229
Germany|Paraguay|Los Angeles|1,Germany,Paraguay,Los Angeles,1,6.229
Egypt|UEFA Playoff A|Los Angeles|2,Egypt,UEFA Playoff A,Los Angeles,2,6.2254
Egypt|UEFA Playoff B|Los Angeles|2,Egypt,UEFA Playoff B,Los Angeles,2,6.2254
Egypt|UEFA Playoff C|Los Angeles|2,Egypt,UEFA Playoff C,Los Angeles,2,6.2254
Egypt|UEFA Playoff D|Los Angeles|2,Egypt,UEFA Playoff D,Los Angeles,2,6.2254
Paraguay|Switzerland|Los Angeles|3,Paraguay,Switzerland,Los Angeles,3,6.2252
Japan|Paraguay|Los Angeles|3,Japan,Paraguay,Los Angeles,3,6.2118
Ghana|Saudi Arabia|Los Angeles|2,Ghana,Saudi Arabia,Los Angeles,2,6.2112
Ecuador|USA|Los Angeles|2,Ecuador,USA,Los Angeles,2,6.2082
Austria|USA|Los Angeles|2,Austria,USA,Los Angeles,2,6.2082
Panama|UEFA Playoff A|Los Angeles|2,Panama,UEFA Playoff A,Los Angeles,2,6.2082
Panama|UEFA Playoff B|Los Angeles|2,Panama,UEFA Playoff B,Los Angeles,2,6.2082
Panama|UEFA Playoff C|Los Angeles|2,Panama,UEFA Playoff C,Los Angeles,2,6.2082
Panama|UEFA Playoff D|Los Angeles|2,Panama,UEFA Playoff D,Los Angeles,2,6.2082
Norway|Senegal|Los Angeles|3,Norway,Senegal,Los Angeles,3,6.2082
Belgium|Morocco|Los Angeles|2,Belgium,Morocco,Los Angeles,2,6.2082
Belgium|Colombia|Los Angeles|2,Belgium,Colombia,Los Angeles,2,6.2082
Germany|Morocco|Los Angeles|2,Germany,Morocco,Los Angeles,2,6.2082
New Zealand|South Africa|Los Angeles|2,New Zealand,South Africa,Los Angeles,2,6.2055
New Zealand|Saudi Arabia|Los Angeles|2,New Zealand,Saudi Arabia,Los Angeles,2,6.2026
Norway|USA|Los Angeles|1,Norway,USA,Los Angeles,1,6.2025
Switzerland|UEFA Playoff A|Los Angeles|1,Switzerland,UEFA Playoff A,Los Angeles,1,6.2025
Switzerland|UEFA Playoff B|Los Angeles|1,Switzerland,UEFA Playoff B,Los Angeles,1,6.2025
Switzerland|UEFA Playoff C|Los Angeles|1,Switzerland,UEFA Playoff C,Los Angeles,1,6.2025
Switzerland|UEFA Playoff D|Los Angeles|1,Switzerland,UEFA Playoff D,Los Angeles,1,6.2025
Japan|UEFA Playoff A|Los Angeles|1,Japan,UEFA Playoff A,Los Angeles,1,6.2025
Japan|UEFA Playoff B|Los Angeles|1,Japan,UEFA Playoff B,Los Angeles,1,6.2025
Japan|UEFA Playoff C|Los Angeles|1,Japan,UEFA Playoff C,Los Angeles,1,6.2025
Japan|UEFA Playoff D|Los Angeles|1,Japan,UEFA Playoff D,Los Angeles,1,6.2025
IC Playoff 1|Uzbekistan|Los Angeles|2,IC Playoff 1,Uzbekistan,Los Angeles,2,6.1992
IC Playoff 2|Uzbekistan|Los Angeles|2,IC Playoff 2,Uzbekistan,Los Angeles,2,6.1992
Croatia|USA|Los Angeles|2,Croatia,USA,Los Angeles,2,6.1986
IR Iran|USA|Los Angeles|2,IR Iran,USA,Los Angeles,2,6.1986
Korea Republic|USA|Los Angeles|2,Korea Republic,USA,Los Angeles,2,6.1986
IR Iran|Norway|Los Angeles|3,IR Iran,Norway,Los Angeles,3,6.1986
Korea Republic|Norway|Los Angeles|3,Korea Republic,Norway,Los Angeles,3,6.1986
Ecuador|Norway|Los Angeles|3,Ecuador,Norway,Los Angeles,3,6.1986
Curacao|Saudi Arabia|Los Angeles|2,Curacao,Saudi Arabia,Los Angeles,2,6.1891
Haiti|Saudi Arabia|Los Angeles|2,Haiti,Saudi Arabia,Los Angeles,2,6.1891
Croatia|England|Los Angeles|2,Croatia,England,Los Angeles,2,6.188
Senegal|USA|Los Angeles|2,Senegal,USA,Los Angeles,2,6.1864
Morocco|USA|Los Angeles|2,Morocco,USA,Los Angeles,2,6.1729
Japan|USA|Los Angeles|2,Japan,USA,Los Angeles,2,6.1729
Norway|UEFA Playoff A|Los Angeles|2,Norway,UEFA Playoff A,Los Angeles,2,6.1729
Norway|UEFA Playoff B|Los Angeles|2,Norway,UEFA Playoff B,Los Angeles,2,6.1729
Norway|UEFA Playoff C|Los Angeles|2,Norway,UEFA Playoff C,Los Angeles,2,6.1729
Norway|UEFA Playoff D|Los Angeles|2,Norway,UEFA Playoff D,Los Angeles,2,6.1729
Australia|Norway|Los Angeles|3,Australia,Norway,Los Angeles,3,6.1729
IR Iran|Paraguay|Los Angeles|3,IR Iran,Paraguay,Los Angeles,3,6.1719
Korea Republic|Paraguay|Los Angeles|3,Korea Republic,Paraguay,Los Angeles,3,6.1719
Austria|Norway|Los Angeles|3,Austria,Norway,Los Angeles,3,6.1718
Paraguay|USA|Los Angeles|1,Paraguay,USA,Los Angeles,1,6.1674
Paraguay|Senegal|Los Angeles|3,Paraguay,Senegal,Los Angeles,3,6.1566
Senegal|UEFA Playoff A|Los Angeles|1,Senegal,UEFA Playoff A,Los Angeles,1,6.1504
Senegal|UEFA Playoff B|Los Angeles|1,Senegal,UEFA Playoff B,Los Angeles,1,6.1504
Senegal|UEFA Playoff C|Los Angeles|1,Senegal,UEFA Playoff C,Los Angeles,1,6.1504
Senegal|UEFA Playoff D|Los Angeles|1,Senegal,UEFA Playoff D,Los Angeles,1,6.1504
Croatia|Portugal|Los Angeles|2,Croatia,Portugal,Los Angeles,2,6.1461
IR Iran|UEFA Playoff A|Los Angeles|1,IR Iran,UEFA Playoff A,Los Angeles,1,6.1408
IR Iran|UEFA Playoff B|Los Angeles|1,IR Iran,UEFA Playoff B,Los Angeles,1,6.1408
IR Iran|UEFA Playoff C|Los Angeles|1,IR Iran,UEFA Playoff C,Los Angeles,1,6.1408
IR Iran|UEFA Playoff D|Los Angeles|1,IR Iran,UEFA Playoff D,Los Angeles,1,6.1408
Korea Republic|UEFA Playoff A|Los Angeles|1,Korea Republic,UEFA Playoff A,Los Angeles,1,6.1408
Korea Republic|UEFA Playoff B|Los Angeles|1,Korea Republic,UEFA Playoff B,Los Angeles,1,6.1408
Korea Republic|UEFA Playoff C|Los Angeles|1,Korea Republic,UEFA Playoff C,Los Angeles,1,6.1408
Korea Republic|UEFA Playoff D|Los Angeles|1,Korea Republic,UEFA Playoff D,Los Angeles,1,6.1408
Austria|Paraguay|Los Angeles|3,Austria,Paraguay,Los Angeles,3,6.1389
Croatia|Germany|Los Angeles|2,Croatia,Germany,Los Angeles,2,6.1365
IC Playoff 1|Qatar|Los Angeles|2,IC Playoff 1,Qatar,Los Angeles,2,6.1339
IC Playoff 2|Qatar|Los Angeles|2,IC Playoff 2,Qatar,Los Angeles,2,6.1339
Belgium|Croatia|Los Angeles|2,Belgium,Croatia,Los Angeles,2,6.1243
Algeria|IC Playoff 1|Los Angeles|2,Algeria,IC Playoff 1,Los Angeles,2,6.122
Algeria|IC Playoff 2|Los Angeles|2,Algeria,IC Playoff 2,Los Angeles,2,6.122
Ecuador|UEFA Playoff A|Los Angeles|1,Ecuador,UEFA Playoff A,Los Angeles,1,6.1151
Ecuador|UEFA Playoff B|Los Angeles|1,Ecuador,UEFA Playoff B,Los Angeles,1,6.1151
Ecuador|UEFA Playoff C|Los Angeles|1,Ecuador,UEFA Playoff C,Los Angeles,1,6.1151
Ecuador|UEFA Playoff D|Los Angeles|1,Ecuador,UEFA Playoff D,Los Angeles,1,6.1151
Australia|UEFA Playoff A|Los Angeles|1,Australia,UEFA Playoff A,Los Angeles,1,6.1151
Australia|UEFA Playoff B|Los Angeles|1,Australia,UEFA Playoff B,Los Angeles,1,6.1151
Australia|UEFA Playoff C|Los Angeles|1,Australia,UEFA Playoff C,Los Angeles,1,6.1151
Australia|UEFA Playoff D|Los Angeles|1,Australia,UEFA Playoff D,Los Angeles,1,6.1151
Austria|UEFA Playoff A|Los Angeles|1,Austria,UEFA Playoff A,Los Angeles,1,6.1006
Austria|UEFA Playoff B|Los Angeles|1,Austria,UEFA Playoff B,Los Angeles,1,6.1006
Austria|UEFA Playoff C|Los Angeles|1,Austria,UEFA Playoff C,Los Angeles,1,6.1006
Austria|UEFA Playoff D|Los Angeles|1,Austria,UEFA Playoff D,Los Angeles,1,6.1006
Paraguay|UEFA Playoff A|Los Angeles|2,Paraguay,UEFA Playoff A,Los Angeles,2,6.1005
Paraguay|UEFA Playoff B|Los Angeles|2,Paraguay,UEFA Playoff B,Los Angeles,2,6.1005
Paraguay|UEFA Playoff C|Los Angeles|2,Paraguay,UEFA Playoff C,Los Angeles,2,6.1005
Paraguay|UEFA Playoff D|Los Angeles|2,Paraguay,UEFA Playoff D,Los Angeles,2,6.1005
Australia|Paraguay|Los Angeles|3,Australia,Paraguay,Los Angeles,3,6.0904
Algeria|Jordan|Los Angeles|2,Algeria,Jordan,Los Angeles,2,6.0789
Jordan|South Africa|Los Angeles|2,Jordan,South Africa,Los Angeles,2,6.0724
Cabo Verde|Saudi Arabia|Los Angeles|2,Cabo Verde,Saudi Arabia,Los Angeles,2,6.0561
Spain|Uruguay|Los Angeles|2,Spain,Uruguay,Los Angeles,2,6.0558
IC Playoff 1|Saudi Arabia|Los Angeles|2,IC Playoff 1,Saudi Arabia,Los Angeles,2,6.0518
IC Playoff 2|Saudi Arabia|Los Angeles|2,IC Playoff 2,Saudi Arabia,Los Angeles,2,6.0518
Argentina|Croatia|Dallas|2,Argentina,Croatia,Dallas,2,6.0471
Argentina|Egypt|Dallas|3,Argentina,Egypt,Dallas,3,6.0432
Algeria|Argentina|Dallas|3,Algeria,Argentina,Dallas,3,6.0432
