key,team_a,team_b,city,matchday,revenue_usd_m
Argentina|Scotland|Dallas|3,Argentina,Scotland,Dallas,3,6.0432
Argentina|Tunisia|Dallas|3,Argentina,Tunisia,Dallas,3,6.0432
Argentina|Cote d'Ivoire|Dallas|3,Argentina,Cote d'Ivoire,Dallas,3,6.0432
Argentina|Uzbekistan|Dallas|3,Argentina,Uzbekistan,Dallas,3,6.0432
Argentina|Qatar|Dallas|3,Argentina,Qatar,Dallas,3,6.0432
Argentina|Saudi Arabia|Dallas|3,Argentina,Saudi Arabia,Dallas,3,6.0432
Argentina|South Africa|Dallas|3,Argentina,South Africa,Dallas,3,6.0341
Argentina|UEFA Playoff A|Dallas|2,Argentina,UEFA Playoff A,Dallas,2,6.0259
Argentina|UEFA Playoff B|Dallas|2,Argentina,UEFA Playoff B,Dallas,2,6.0259
Argentina|UEFA Playoff C|Dallas|2,Argentina,UEFA Playoff C,Dallas,2,6.0259
Argentina|UEFA Playoff D|Dallas|2,Argentina,UEFA Playoff D,Dallas,2,6.0259
Argentina|Norway|Dallas|3,Argentina,Norway,Dallas,3,6.0259
Argentina|Panama|Dallas|3,Argentina,Panama,Dallas,3,6.0259
Argentina|Japan|Dallas|2,Argentina,Japan,Dallas,2,6.0259
Argentina|Senegal|Dallas|2,Argentina,Senegal,Dallas,2,6.0259
Argentina|IR Iran|Dallas|2,Argentina,IR Iran,Dallas,2,6.0259
Argentina|Korea Republic|Dallas|2,Argentina,Korea Republic,Dallas,2,6.0259
Argentina|Austria|Dallas|2,Argentina,Austria,Dallas,2,6.0259
Argentina|Australia|Dallas|2,Argentina,Australia,Dallas,2,6.0259
Argentina|UEFA Playoff A|Dallas|3,Argentina,UEFA Playoff A,Dallas,3,6.0259
Argentina|UEFA Playoff B|Dallas|3,Argentina,UEFA Playoff B,Dallas,3,6.0259
Argentina|UEFA Playoff C|Dallas|3,Argentina,UEFA Playoff C,Dallas,3,6.0259
Argentina|UEFA Playoff D|Dallas|3,Argentina,UEFA Playoff D,Dallas,3,6.0259
Argentina|Ghana|Dallas|2,Argentina,Ghana,Dallas,2,6.0218
Argentina|Curacao|Dallas|2,Argentina,Curacao,Dallas,2,6.0218
Argentina|Haiti|Dallas|2,Argentina,Haiti,Dallas,2,6.0218
Argentina|New Zealand|Dallas|2,Argentina,New Zealand,Dallas,2,6.0218
Argentina|Ghana|Dallas|3,Argentina,Ghana,Dallas,3,6.0218
Argentina|Curacao|Dallas|3,Argentina,Curacao,Dallas,3,6.0218
Argentina|Haiti|Dallas|3,Argentina,Haiti,Dallas,3,6.0218
Argentina|New Zealand|Dallas|3,Argentina,New Zealand,Dallas,3,6.0218
Argentina|Croatia|Houston|3,Argentina,Croatia,Houston,3,6.0103
Argentina|Croatia|Toronto|3,Argentina,Croatia,Toronto,3,6.0103
Argentina|Croatia|Seattle|2,Argentina,Croatia,Seattle,2,6.0103
Argentina|Croatia|Atlanta|3,Argentina,Croatia,Atlanta,3,6.0103
Argentina|Croatia|Miami|3,Argentina,Croatia,Miami,3,6.0103
Argentina|Croatia|Kansas City|2,Argentina,Croatia,Kansas City,2,6.0103
Argentina|Ghana|Houston|1,Argentina,Ghana,Houston,1,6.0074
Argentina|Ghana|Toronto|1,Argentina,Ghana,Toronto,1,6.0074
Argentina|Curacao|Houston|1,Argentina,Curacao,Houston,1,6.0074
Argentina|Curacao|Toronto|1,Argentina,Curacao,Toronto,1,6.0074
Argentina|Haiti|Houston|1,Argentina,Haiti,Houston,1,6.0074
Argentina|Haiti|Toronto|1,Argentina,Haiti,Toronto,1,6.0074
Argentina|New Zealand|Houston|1,Argentina,New Zealand,Houston,1,6.0074
Argentina|New Zealand|Toronto|1,Argentina,New Zealand,Toronto,1,6.0074
Argentina|Ghana|Atlanta|1,Argentina,Ghana,Atlanta,1,6.0074
Argentina|Ghana|Miami|1,Argentina,Ghana,Miami,1,6.0074
Argentina|Curacao|Atlanta|1,Argentina,Curacao,Atlanta,1,6.0074
Argentina|Curacao|Miami|1,Argentina,Curacao,Miami,1,6.0074
Argentina|Haiti|Atlanta|1,Argentina,Haiti,Atlanta,1,6.0074
Argentina|Haiti|Miami|1,Argentina,Haiti,Miami,1,6.0074
Argentina|New Zealand|Atlanta|1,Argentina,New Zealand,Atlanta,1,6.0074
Argentina|New Zealand|Miami|1,Argentina,New Zealand,Miami,1,6.0074
Argentina|Egypt|New York/NJ|3,Argentina,Egypt,New York/NJ,3,6.0064
Argentina|Egypt|Boston|3,Argentina,Egypt,Boston,3,6.0064
Algeria|Argentina|New York/NJ|3,Algeria,Argentina,New York/NJ,3,6.0064
Algeria|Argentina|Boston|3,Algeria,Argentina,Boston,3,6.0064
Argentina|Scotland|New York/NJ|3,Argentina,Scotland,New York/NJ,3,6.0064
Argentina|Scotland|Boston|3,Argentina,Scotland,Boston,3,6.0064
Argentina|Tunisia|New York/NJ|3,Argentina,Tunisia,New York/NJ,3,6.0064
Argentina|Tunisia|Boston|3,Argentina,Tunisia,Boston,3,6.0064
Argentina|Cote d'Ivoire|New York/NJ|3,Argentina,Cote d'Ivoire,New York/NJ,3,6.0064
Argentina|Cote d'Ivoire|Boston|3,Argentina,Cote d'Ivoire,Boston,3,6.0064
Argentina|Uzbekistan|New York/NJ|3,Argentina,Uzbekistan,New York/NJ,3,6.0064
Argentina|Uzbekistan|Boston|3,Argentina,Uzbekistan,Boston,3,6.0064
Argentina|Qatar|New York/NJ|3,Argentina,Qatar,New York/NJ,3,6.0064
Argentina|Qatar|Boston|3,Argentina,Qatar,Boston,3,6.0064
Argentina|Saudi Arabia|New York/NJ|3,Argentina,Saudi Arabia,New York/NJ,3,6.0064
Argentina|Saudi Arabia|Boston|3,Argentina,Saudi Arabia,Boston,3,6.0064
Argentina|Egypt|Houston|2,Argentina,Egypt,Houston,2,6.0064
Argentina|Egypt|Toronto|2,Argentina,Egypt,Toronto,2,6.0064
Algeria|Argentina|Houston|2,Algeria,Argentina,Houston,2,6.0064
Algeria|Argentina|Toronto|2,Algeria,Argentina,Toronto,2,6.0064
Argentina|Scotland|Houston|2,Argentina,Scotland,Houston,2,6.0064
Argentina|Scotland|Toronto|2,Argentina,Scotland,Toronto,2,6.0064
Argentina|Tunisia|Houston|2,Argentina,Tunisia,Houston,2,6.0064
Argentina|Tunisia|Toronto|2,Argentina,Tunisia,Toronto,2,6.0064
Argentina|Cote d'Ivoire|Houston|2,Argentina,Cote d'Ivoire,Houston,2,6.0064
Argentina|Cote d'Ivoire|Toronto|2,Argentina,Cote d'Ivoire,Toronto,2,6.0064
Argentina|Uzbekistan|Houston|2,Argentina,Uzbekistan,Houston,2,6.0064
Argentina|Uzbekistan|Toronto|2,Argentina,Uzbekistan,Toronto,2,6.0064
Argentina|Qatar|Houston|2,Argentina,Qatar,Houston,2,6.0064
Argentina|Qatar|Toronto|2,Argentina,Qatar,Toronto,2,6.0064
Argentina|Saudi Arabia|Houston|2,Argentina,Saudi Arabia,Houston,2,6.0064
Argentina|Saudi Arabia|Toronto|2,Argentina,Saudi Arabia,Toronto,2,6.0064
Argentina|Egypt|Atlanta|2,Argentina,Egypt,Atlanta,2,6.0064
Argentina|Egypt|Miami|2,Argentina,Egypt,Miami,2,6.0064
Algeria|Argentina|Atlanta|2,Algeria,Argentina,Atlanta,2,6.0064
Algeria|Argentina|Miami|2,Algeria,Argentina,Miami,2,6.0064
Argentina|Scotland|Atlanta|2,Argentina,Scotland,Atlanta,2,6.0064
Argentina|Scotland|Miami|2,Argentina,Scotland,Miami,2,6.0064
Argentina|Tunisia|Atlanta|2,Argentina,Tunisia,Atlanta,2,6.0064
Argentina|Tunisia|Miami|2,Argentina,Tunisia,Miami,2,6.0064
Argentina|Cote d'Ivoire|Atlanta|2,Argentina,Cote d'Ivoire,Atlanta,2,6.0064
Argentina|Cote d'Ivoire|Miami|2,Argentina,Cote d'Ivoire,Miami,2,6.0064
Argentina|Uzbekistan|Atlanta|2,Argentina,Uzbekistan,Atlanta,2,6.0064
Argentina|Uzbekistan|Miami|2,Argentina,Uzbekistan,Miami,2,6.0064
Argentina|Qatar|Atlanta|2,Argentina,Qatar,Atlanta,2,6.0064
Argentina|Qatar|Miami|2,Argentina,Qatar,Miami,2,6.0064
Argentina|Saudi Arabia|Atlanta|2,Argentina,Saudi Arabia,Atlanta,2,6.0064
Argentina|Saudi Arabia|Miami|2,Argentina,Saudi Arabia,Miami,2,6.0064
Argentina|Egypt|Kansas City|3,Argentina,Egypt,Kansas City,3,6.0064
Algeria|Argentina|Kansas City|3,Algeria,Argentina,Kansas City,3,6.0064
Argentina|Scotland|Kansas City|3,Argentina,Scotland,Kansas City,3,6.0064
Argentina|Tunisia|Kansas City|3,Argentina,Tunisia,Kansas City,3,6.0064
Argentina|Cote d'Ivoire|Kansas City|3,Argentina,Cote d'Ivoire,Kansas City,3,6.0064
Argentina|Uzbekistan|Kansas City|3,Argentina,Uzbekistan,Kansas City,3,6.0064
Argentina|Qatar|Kansas City|3,Argentina,Qatar,Kansas City,3,6.0064
Argentina|Saudi Arabia|Kansas City|3,Argentina,Saudi Arabia,Kansas City,3,6.0064
Argentina|Egypt|Philadelphia|3,Argentina,Egypt,Philadelphia,3,6.0064
Algeria|Argentina|Philadelphia|3,Algeria,Argentina,Philadelphia,3,6.0064
Argentina|Scotland|Philadelphia|3,Argentina,Scotland,Philadelphia,3,6.0064
Argentina|Tunisia|Philadelphia|3,Argentina,Tunisia,Philadelphia,3,6.0064
Argentina|Cote d'Ivoire|Philadelphia|3,Argentina,Cote d'Ivoire,Philadelphia,3,6.0064
Argentina|Uzbekistan|Philadelphia|3,Argentina,Uzbekistan,Philadelphia,3,6.0064
Argentina|Qatar|Philadelphia|3,Argentina,Qatar,Philadelphia,3,6.0064
Argentina|Saudi Arabia|Philadelphia|3,Argentina,Saudi Arabia,Philadelphia,3,6.0064
Cote d'Ivoire|New Zealand|Dallas|1,Cote d'Ivoire,New Zealand,Dallas,1,6.0022
Argentina|South Africa|New York/NJ|3,Argentina,South Africa,New York/NJ,3,5.9973
Argentina|South Africa|Boston|3,Argentina,South Africa,Boston,3,5.9973
Argentina|South Africa|Houston|2,Argentina,South Africa,Houston,2,5.9973
Argentina|South Africa|Toronto|2,Argentina,South Africa,Toronto,2,5.9973
Argentina|South Africa|Atlanta|2,Argentina,South Africa,Atlanta,2,5.9973
Argentina|South Africa|Miami|2,Argentina,South Africa,Miami,2,5.9973
Argentina|South Africa|Kansas City|3,Argentina,South Africa,Kansas City,3,5.9973
Argentina|South Africa|Philadelphia|3,Argentina,South Africa,Philadelphia,3,5.9973
Argentina|Morocco|Dallas|2,Argentina,Morocco,Dallas,2,5.9958
Argentina|IC Playoff 1|Dallas|2,Argentina,IC Playoff 1,Dallas,2,5.9947
Argentina|IC Playoff 2|Dallas|2,Argentina,IC Playoff 2,Dallas,2,5.9947
Argentina|IC Playoff 1|Dallas|3,Argentina,IC Playoff 1,Dallas,3,5.9947
Argentina|IC Playoff 2|Dallas|3,Argentina,IC Playoff 2,Dallas,3,5.9947
Argentina|UEFA Playoff A|New York/NJ|2,Argentina,UEFA Playoff A,New York/NJ,2,5.9891
Argentina|UEFA Playoff A|Boston|2,Argentina,UEFA Playoff A,Boston,2,5.9891
Argentina|UEFA Playoff B|New York/NJ|2,Argentina,UEFA Playoff B,New York/NJ,2,5.9891
Argentina|UEFA Playoff B|Boston|2,Argentina,UEFA Playoff B,Boston,2,5.9891
Argentina|UEFA Playoff C|New York/NJ|2,Argentina,UEFA Playoff C,New York/NJ,2,5.9891
Argentina|UEFA Playoff C|Boston|2,Argentina,UEFA Playoff C,Boston,2,5.9891
Argentina|UEFA Playoff D|New York/NJ|2,Argentina,UEFA Playoff D,New York/NJ,2,5.9891
Argentina|UEFA Playoff D|Boston|2,Argentina,UEFA Playoff D,Boston,2,5.9891
Argentina|Norway|New York/NJ|3,Argentina,Norway,New York/NJ,3,5.9891
Argentina|Norway|Boston|3,Argentina,Norway,Boston,3,5.9891
Argentina|Panama|New York/NJ|3,Argentina,Panama,New York/NJ,3,5.9891
Argentina|Panama|Boston|3,Argentina,Panama,Boston,3,5.9891
Argentina|Norway|Houston|2,Argentina,Norway,Houston,2,5.9891
Argentina|Norway|Toronto|2,Argentina,Norway,Toronto,2,5.9891
Argentina|Panama|Houston|2,Argentina,Panama,Houston,2,5.9891
Argentina|Panama|Toronto|2,Argentina,Panama,Toronto,2,5.9891
Argentina|Japan|Houston|3,Argentina,Japan,Houston,3,5.9891
Argentina|Japan|Toronto|3,Argentina,Japan,Toronto,3,5.9891
Argentina|Senegal|Houston|3,Argentina,Senegal,Houston,3,5.9891
Argentina|Senegal|Toronto|3,Argentina,Senegal,Toronto,3,5.9891
Argentina|IR Iran|Houston|3,Argentina,IR Iran,Houston,3,5.9891
Argentina|IR Iran|Toronto|3,Argentina,IR Iran,Toronto,3,5.9891
Argentina|Korea Republic|Houston|3,Argentina,Korea Republic,Houston,3,5.9891
Argentina|Korea Republic|Toronto|3,Argentina,Korea Republic,Toronto,3,5.9891
Argentina|Austria|Houston|3,Argentina,Austria,Houston,3,5.9891
Argentina|Austria|Toronto|3,Argentina,Austria,Toronto,3,5.9891
Argentina|Australia|Houston|3,Argentina,Australia,Houston,3,5.9891
Argentina|Australia|Toronto|3,Argentina,Australia,Toronto,3,5.9891
Argentina|Japan|Seattle|2,Argentina,Japan,Seattle,2,5.9891
Argentina|Senegal|Seattle|2,Argentina,Senegal,Seattle,2,5.9891
Argentina|IR Iran|Seattle|2,Argentina,IR Iran,Seattle,2,5.9891
Argentina|Korea Republic|Seattle|2,Argentina,Korea Republic,Seattle,2,5.9891
Argentina|Austria|Seattle|2,Argentina,Austria,Seattle,2,5.9891
Argentina|Australia|Seattle|2,Argentina,Australia,Seattle,2,5.9891
Argentina|UEFA Playoff A|Seattle|3,Argentina,UEFA Playoff A,Seattle,3,5.9891
Argentina|UEFA Playoff B|Seattle|3,Argentina,UEFA Playoff B,Seattle,3,5.9891
Argentina|UEFA Playoff C|Seattle|3,Argentina,UEFA Playoff C,Seattle,3,5.9891
Argentina|UEFA Playoff D|Seattle|3,Argentina,UEFA Playoff D,Seattle,3,5.9891
Argentina|Norway|Atlanta|2,Argentina,Norway,Atlanta,2,5.9891
Argentina|Norway|Miami|2,Argentina,Norway,Miami,2,5.9891
Argentina|Panama|Atlanta|2,Argentina,Panama,Atlanta,2,5.9891
Argentina|Panama|Miami|2,Argentina,Panama,Miami,2,5.9891
Argentina|Japan|Atlanta|3,Argentina,Japan,Atlanta,3,5.9891
Argentina|Japan|Miami|3,Argentina,Japan,Miami,3,5.9891
Argentina|Senegal|Atlanta|3,Argentina,Senegal,Atlanta,3,5.9891
Argentina|Senegal|Miami|3,Argentina,Senegal,Miami,3,5.9891
Argentina|IR Iran|Atlanta|3,Argentina,IR Iran,Atlanta,3,5.9891
Argentina|IR Iran|Miami|3,Argentina,IR Iran,Miami,3,5.9891
Argentina|Korea Republic|Atlanta|3,Argentina,Korea Republic,Atlanta,3,5.9891
Argentina|Korea Republic|Miami|3,Argentina,Korea Republic,Miami,3,5.9891
Argentina|Austria|Atlanta|3,Argentina,Austria,Atlanta,3,5.9891
Argentina|Austria|Miami|3,Argentina,Austria,Miami,3,5.9891
Argentina|Australia|Atlanta|3,Argentina,Australia,Atlanta,3,5.9891
Argentina|Australia|Miami|3,Argentina,Australia,Miami,3,5.9891
Argentina|UEFA Playoff A|Kansas City|2,Argentina,UEFA Playoff A,Kansas City,2,5.9891
Argentina|UEFA Playoff B|Kansas City|2,Argentina,UEFA Playoff B,Kansas City,2,5.9891
Argentina|UEFA Playoff C|Kansas City|2,Argentina,UEFA Playoff C,Kansas City,2,5.9891
Argentina|UEFA Playoff D|Kansas City|2,Argentina,UEFA Playoff D,Kansas City,2,5.9891
Argentina|Norway|Kansas City|3,Argentina,Norway,Kansas City,3,5.9891
Argentina|Panama|Kansas City|3,Argentina,Panama,Kansas City,3,5.9891
Argentina|Japan|Kansas City|2,Argentina,Japan,Kansas City,2,5.9891
Argentina|Senegal|Kansas City|2,Argentina,Senegal,Kansas City,2,5.9891
Argentina|IR Iran|Kansas City|2,Argentina,IR Iran,Kansas City,2,5.9891
Argentina|Korea Republic|Kansas City|2,Argentina,Korea Republic,Kansas City,2,5.9891
Argentina|Austria|Kansas City|2,Argentina,Austria,Kansas City,2,5.9891
Argentina|Australia|Kansas City|2,Argentina,Australia,Kansas City,2,5.9891
Argentina|UEFA Playoff A|Kansas City|3,Argentina,UEFA Playoff A,Kansas City,3,5.9891
Argentina|UEFA Playoff B|Kansas City|3,Argentina,UEFA Playoff B,Kansas City,3,5.9891
Argentina|UEFA Playoff C|Kansas City|3,Argentina,UEFA Playoff C,Kansas City,3,5.9891
Argentina|UEFA Playoff D|Kansas City|3,Argentina,UEFA Playoff D,Kansas City,3,5.9891
Argentina|UEFA Playoff A|Philadelphia|2,Argentina,UEFA Playoff A,Philadelphia,2,5.9891
Argentina|UEFA Playoff B|Philadelphia|2,Argentina,UEFA Playoff B,Philadelphia,2,5.9891
Argentina|UEFA Playoff C|Philadelphia|2,Argentina,UEFA Playoff C,Philadelphia,2,5.9891
Argentina|UEFA Playoff D|Philadelphia|2,Argentina,UEFA Playoff D,Philadelphia,2,5.9891
Argentina|Norway|Philadelphia|3,Argentina,Norway,Philadelphia,3,5.9891
Argentina|Panama|Philadelphia|3,Argentina,Panama,Philadelphia,3,5.9891
Argentina|Ghana|New York/NJ|2,Argentina,Ghana,New York/NJ,2,5.985
Argentina|Ghana|Boston|2,Argentina,Ghana,Boston,2,5.985
Argentina|Curacao|New York/NJ|2,Argentina,Curacao,New York/NJ,2,5.985
Argentina|Curacao|Boston|2,Argentina,Curacao,Boston,2,5.985
Argentina|Haiti|New York/NJ|2,Argentina,Haiti,New York/NJ,2,5.985
Argentina|Haiti|Boston|2,Argentina,Haiti,Boston,2,5.985
Argentina|New Zealand|New York/NJ|2,Argentina,New Zealand,New York/NJ,2,5.985
Argentina|New Zealand|Boston|2,Argentina,New Zealand,Boston,2,5.985
Argentina|Ghana|Seattle|3,Argentina,Ghana,Seattle,3,5.985
Argentina|Curacao|Seattle|3,Argentina,Curacao,Seattle,3,5.985
Argentina|Haiti|Seattle|3,Argentina,Haiti,Seattle,3,5.985
Argentina|New Zealand|Seattle|3,Argentina,New Zealand,Seattle,3,5.985
Argentina|Ghana|Kansas City|2,Argentina,Ghana,Kansas City,2,5.985
Argentina|Curacao|Kansas City|2,Argentina,Curacao,Kansas City,2,5.985
Argentina|Haiti|Kansas City|2,Argentina,Haiti,Kansas City,2,5.985
Argentina|New Zealand|Kansas City|2,Argentina,New Zealand,Kansas City,2,5.985
Argentina|Ghana|Kansas City|3,Argentina,Ghana,Kansas City,3,5.985
Argentina|Curacao|Kansas City|3,Argentina,Curacao,Kansas City,3,5.985
Argentina|Haiti|Kansas City|3,Argentina,Haiti,Kansas City,3,5.985
Argentina|New Zealand|Kansas City|3,Argentina,New Zealand,Kansas City,3,5.985
Argentina|Ghana|Philadelphia|2,Argentina,Ghana,Philadelphia,2,5.985
Argentina|Curacao|Philadelphia|2,Argentina,Curacao,Philadelphia,2,5.985
Argentina|Haiti|Philadelphia|2,Argentina,Haiti,Philadelphia,2,5.985
Argentina|New Zealand|Philadelphia|2,Argentina,New Zealand,Philadelphia,2,5.985
Netherlands|Uruguay|Los Angeles|2,Netherlands,Uruguay,Los Angeles,2,5.9836
France|Uruguay|Los Angeles|2,France,Uruguay,Los Angeles,2,5.9808
Argentina|Jordan|Dallas|2,Argentina,Jordan,Dallas,2,5.976
Argentina|Jordan|Dallas|3,Argentina,Jordan,Dallas,3,5.976
Egypt|Netherlands|Dallas|3,Egypt,Netherlands,Dallas,3,5.9728
Algeria|Netherlands|Dallas|3,Algeria,Netherlands,Dallas,3,5.9728
Netherlands|Scotland|Dallas|3,Netherlands,Scotland,Dallas,3,5.9728
Netherlands|Tunisia|Dallas|3,Netherlands,Tunisia,Dallas,3,5.9728
Cote d'Ivoire|Netherlands|Dallas|3,Cote d'Ivoire,Netherlands,Dallas,3,5.9728
Netherlands|Uzbekistan|Dallas|3,Netherlands,Uzbekistan,Dallas,3,5.9728
Netherlands|Qatar|Dallas|3,Netherlands,Qatar,Dallas,3,5.9728
Netherlands|Saudi Arabia|Dallas|3,Netherlands,Saudi Arabia,Dallas,3,5.9728
Argentina|Cabo Verde|Dallas|2,Argentina,Cabo Verde,Dallas,2,5.9716
Argentina|Cabo Verde|Dallas|3,Argentina,Cabo Verde,Dallas,3,5.9716
Argentina|Egypt|Dallas|1,Argentina,Egypt,Dallas,1,5.9668
Algeria|Argentina|Dallas|1,Algeria,Argentina,Dallas,1,5.9668
Argentina|Scotland|Dallas|1,Argentina,Scotland,Dallas,1,5.9668
Argentina|Tunisia|Dallas|1,Argentina,Tunisia,Dallas,1,5.9668
Argentina|Cote d'Ivoire|Dallas|1,Argentina,Cote d'Ivoire,Dallas,1,5.9668
Argentina|Uzbekistan|Dallas|1,Argentina,Uzbekistan,Dallas,1,5.9668
Argentina|Qatar|Dallas|1,Argentina,Qatar,Dallas,1,5.9668
Argentina|Saudi Arabia|Dallas|1,Argentina,Saudi Arabia,Dallas,1,5.9668
Cote d'Ivoire|New Zealand|New York/NJ|1,Cote d'Ivoire,New Zealand,New York/NJ,1,5.9654
Cote d'Ivoire|New Zealand|Boston|1,Cote d'Ivoire,New Zealand,Boston,1,5.9654
Cote d'Ivoire|New Zealand|Kansas City|1,Cote d'Ivoire,New Zealand,Kansas City,1,5.9654
Cote d'Ivoire|New Zealand|Philadelphia|1,Cote d'Ivoire,New Zealand,Philadelphia,1,5.9654
Netherlands|South Africa|Dallas|3,Netherlands,South Africa,Dallas,3,5.9638
Argentina|Morocco|Houston|3,Argentina,Morocco,Houston,3,5.9591
Argentina|Morocco|Toronto|3,Argentina,Morocco,Toronto,3,5.9591
Argentina|Morocco|Seattle|2,Argentina,Morocco,Seattle,2,5.9591
Argentina|Morocco|Atlanta|3,Argentina,Morocco,Atlanta,3,5.9591
Argentina|Morocco|Miami|3,Argentina,Morocco,Miami,3,5.9591
Argentina|Morocco|Kansas City|2,Argentina,Morocco,Kansas City,2,5.9591
Argentina|IC Playoff 1|New York/NJ|2,Argentina,IC Playoff 1,New York/NJ,2,5.9579
Argentina|IC Playoff 1|Boston|2,Argentina,IC Playoff 1,Boston,2,5.9579
Argentina|IC Playoff 2|New York/NJ|2,Argentina,IC Playoff 2,New York/NJ,2,5.9579
Argentina|IC Playoff 2|Boston|2,Argentina,IC Playoff 2,Boston,2,5.9579
Argentina|IC Playoff 1|Seattle|3,Argentina,IC Playoff 1,Seattle,3,5.9579
Argentina|IC Playoff 2|Seattle|3,Argentina,IC Playoff 2,Seattle,3,5.9579
Argentina|IC Playoff 1|Kansas City|2,Argentina,IC Playoff 1,Kansas City,2,5.9579
Argentina|IC Playoff 2|Kansas City|2,Argentina,IC Playoff 2,Kansas City,2,5.9579
Argentina|IC Playoff 1|Kansas City|3,Argentina,IC Playoff 1,Kansas City,3,5.9579
Argentina|IC Playoff 2|Kansas City|3,Argentina,IC Playoff 2,Kansas City,3,5.9579
Argentina|IC Playoff 1|Philadelphia|2,Argentina,IC Playoff 1,Philadelphia,2,5.9579
Argentina|IC Playoff 2|Philadelphia|2,Argentina,IC Playoff 2,Philadelphia,2,5.9579
Ghana|Netherlands|Houston|1,Ghana,Netherlands,Houston,1,5.9556
Ghana|Netherlands|Toronto|1,Ghana,Netherlands,Toronto,1,5.9556
Curacao|Netherlands|Houston|1,Curacao,Netherlands,Houston,1,5.9556
Curacao|Netherlands|Toronto|1,Curacao,Netherlands,Toronto,1,5.9556
Haiti|Netherlands|Houston|1,Haiti,Netherlands,Houston,1,5.9556
Haiti|Netherlands|Toronto|1,Haiti,Netherlands,Toronto,1,5.9556
Netherlands|New Zealand|Houston|1,Netherlands,New Zealand,Houston,1,5.9556
Netherlands|New Zealand|Toronto|1,Netherlands,New Zealand,Toronto,1,5.9556
Ghana|Netherlands|Atlanta|1,Ghana,Netherlands,Atlanta,1,5.9556
Ghana|Netherlands|Miami|1,Ghana,Netherlands,Miami,1,5.9556
Curacao|Netherlands|Atlanta|1,Curacao,Netherlands,Atlanta,1,5.9556
Curacao|Netherlands|Miami|1,Curacao,Netherlands,Miami,1,5.9556
Haiti|Netherlands|Atlanta|1,Haiti,Netherlands,Atlanta,1,5.9556
Haiti|Netherlands|Miami|1,Haiti,Netherlands,Miami,1,5.9556
Netherlands|New Zealand|Atlanta|1,Netherlands,New Zealand,Atlanta,1,5.9556
Netherlands|New Zealand|Miami|1,Netherlands,New Zealand,Miami,1,5.9556
Netherlands|Panama|Dallas|3,Netherlands,Panama,Dallas,3,5.9555
Ghana|Netherlands|Dallas|2,Ghana,Netherlands,Dallas,2,5.9514
Curacao|Netherlands|Dallas|2,Curacao,Netherlands,Dallas,2,5.9514
Haiti|Netherlands|Dallas|2,Haiti,Netherlands,Dallas,2,5.9514
Netherlands|New Zealand|Dallas|2,Netherlands,New Zealand,Dallas,2,5.9514
Ghana|Netherlands|Dallas|3,Ghana,Netherlands,Dallas,3,5.9514
Curacao|Netherlands|Dallas|3,Curacao,Netherlands,Dallas,3,5.9514
Haiti|Netherlands|Dallas|3,Haiti,Netherlands,Dallas,3,5.9514
Netherlands|New Zealand|Dallas|3,Netherlands,New Zealand,Dallas,3,5.9514
Argentina|Japan|Dallas|1,Argentina,Japan,Dallas,1,5.9496
Argentina|Senegal|Dallas|1,Argentina,Senegal,Dallas,1,5.9496
Argentina|IR Iran|Dallas|1,Argentina,IR Iran,Dallas,1,5.9496
Argentina|Korea Republic|Dallas|1,Argentina,Korea Republic,Dallas,1,5.9496
Argentina|Austria|Dallas|1,Argentina,Austria,Dallas,1,5.9496
Argentina|Australia|Dallas|1,Argentina,Australia,Dallas,1,5.9496
Argentina|Norway|Dallas|1,Argentina,Norway,Dallas,1,5.9496
Argentina|Panama|Dallas|1,Argentina,Panama,Dallas,1,5.9496
Argentina|Croatia|Dallas|1,Argentina,Croatia,Dallas,1,5.9439
England|Uruguay|Los Angeles|2,England,Uruguay,Los Angeles,2,5.943
IC Playoff 1|South Africa|Los Angeles|2,IC Playoff 1,South Africa,Los Angeles,2,5.9429
IC Playoff 2|South Africa|Los Angeles|2,IC Playoff 2,South Africa,Los Angeles,2,5.9429
Argentina|Jordan|New York/NJ|2,Argentina,Jordan,New York/NJ,2,5.9392
Argentina|Jordan|Boston|2,Argentina,Jordan,Boston,2,5.9392
Brazil|South Africa|Dallas|3,Brazil,South Africa,Dallas,3,5.9392
Argentina|Jordan|Seattle|3,Argentina,Jordan,Seattle,3,5.9392
Argentina|Jordan|Kansas City|2,Argentina,Jordan,Kansas City,2,5.9392
Argentina|Jordan|Kansas City|3,Argentina,Jordan,Kansas City,3,5.9392
Argentina|Jordan|Philadelphia|2,Argentina,Jordan,Philadelphia,2,5.9392
Egypt|Netherlands|New York/NJ|3,Egypt,Netherlands,New York/NJ,3,5.936
Egypt|Netherlands|Boston|3,Egypt,Netherlands,Boston,3,5.936
Algeria|Netherlands|New York/NJ|3,Algeria,Netherlands,New York/NJ,3,5.936
Algeria|Netherlands|Boston|3,Algeria,Netherlands,Boston,3,5.936
Netherlands|Scotland|New York/NJ|3,Netherlands,Scotland,New York/NJ,3,5.936
Netherlands|Scotland|Boston|3,Netherlands,Scotland,Boston,3,5.936
Netherlands|Tunisia|New York/NJ|3,Netherlands,Tunisia,New York/NJ,3,5.936
Netherlands|Tunisia|Boston|3,Netherlands,Tunisia,Boston,3,5.936
Cote d'Ivoire|Netherlands|New York/NJ|3,Cote d'Ivoire,Netherlands,New York/NJ,3,5.936
